er,3915
en,3908
ch,3030
te,2542
de,1896
ie,1875
in,1747
ei,1730
nd,1470
ic,1345
ge,1330
re,1265
un,1265
es,1201
be,1039
an,1020
he,989
st,982
se,922
ne,915
di,885
or,864
au,815
ht,741
si,724
ng,717
it,705
ar,681
le,676
li,643
