he,982
th,965
in,705
er,680
an,658
nd,552
re,521
on,513
ou,504
or,482
ed,463
te,458
en,455
it,447
at,427
hi,408
is,373
ng,365
nt,344
to,328
ar,317
ro,301
ut,298
ti,293
of,286
ha,282
es,279
st,267
le,257
ll,238
